series_ticker,discovered_via,tier,engine,family,model_output,priced_by,map_notes,event_ticker,market_ticker,title,subtitle,market_status,yes_bid,yes_ask,mid,last_price,volume,open_interest,liquidity_$
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26SBALL,KXWCAWARD-26SBALL-BSILV,Will Bernardo Silva win the Silver Ball?,:: Portugal,active,0.0,0.01,0.005,0.01,166.00,166.00,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26SBALL,KXWCAWARD-26SBALL-BSAKA,Will Bukayo Saka win the Silver Ball?,:: England,active,0.0,0.01,0.005,0.01,249.28,249.28,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26SBALL,KXWCAWARD-26SBALL-BFERN,Will Bruno Fernandes win the Silver Ball?,:: Portugal,active,0.0,0.01,0.005,0.01,288.10,288.10,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26SBALL,KXWCAWARD-26SBALL-ANTON,Will Antony win the Silver Ball?,:: Brazil,active,0.0,0.01,0.005,0.01,166.00,166.00,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26SBALL,KXWCAWARD-26SBALL-AISAK,Will Alexander Isak win the Silver Ball?,:: Sweden,active,0.0,0.01,0.005,0.01,166.00,166.00,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26SBALL,KXWCAWARD-26SBALL-AHAKI,Will Achraf Hakimi win the Silver Ball?,:: Morocco,active,0.0,0.01,0.005,0.01,166.00,166.00,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-WSALI,Will William Saliba win the Golden Ball?,:: France,active,0.0,0.01,0.005,0.01,1682.00,1682.00,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-VJUNI,Will Vinicius Junior win the Golden Ball?,:: Brazil,active,0.04,0.06,0.05,0.04,47933.35,43155.31,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-VITIN,Will Vitinha win the Golden Ball?,:: Portugal,active,0.0,0.01,0.005,0.02,33786.24,31526.45,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-VGYOK,Will Viktor Gyokeres win the Golden Ball?,:: Sweden,active,0.0,0.01,0.005,0.01,4726.51,4726.51,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-SHEUN,Will Son Heung-min win the Golden Ball?,:: South Korea,active,0.0,0.01,0.005,0.01,2524.68,2524.68,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-RODRI,Will Rodri win the Golden Ball?,:: Spain,active,0.0,0.01,0.005,0.02,60026.96,58380.35,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-RCHER,Will Rayan Cherki win the Golden Ball?,:: France,active,0.0,0.01,0.005,0.01,18675.70,18082.82,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-RAPHI,Will Raphinha win the Golden Ball?,:: Brazil,active,0.0,0.01,0.005,0.01,10017.91,9144.95,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-PEDRI,Will Pedri win the Golden Ball?,:: Spain,active,0.0,0.01,0.005,0.01,64105.93,53761.06,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-ODEMB,Will Ousmane Dembele win the Golden Ball?,:: France,active,0.05,0.08,0.065,0.07,97807.06,70850.68,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-NWILL,Will Nico Williams win the Golden Ball?,:: Spain,active,0.0,0.01,0.005,0.01,4929.06,4929.06,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-NMEND,Will Nuno Mendes win the Golden Ball?,:: Portugal,active,0.0,0.01,0.005,0.01,1479.07,1479.07,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-NEYMA,Will Neymar win the Golden Ball?,:: Brazil,active,0.0,0.01,0.005,0.01,29694.28,29183.75,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-MZUBI,Will Martin Zubimendi win the Golden Ball?,:: Spain,active,0.0,0.01,0.005,0.0,0.00,0.00,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-MSALA,Will Mohamed Salah win the Golden Ball?,:: Egypt,active,0.0,0.01,0.005,0.01,1999.19,1999.19,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-MROGE,Will Morgan Rogers win the Golden Ball?,:: England,active,0.0,0.01,0.005,0.01,1163.00,1163.00,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-MRASH,Will Marcus Rashford win the Golden Ball?,:: England,active,0.0,0.01,0.005,0.01,2524.74,2524.74,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-MOYAR,Will Mikel Oyarzabal win the Golden Ball?,Mikel Oyarzabal:: Spain,active,0.0,0.01,0.005,0.01,35970.64,30697.54,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-MOLIS,Will Michael Olise win the Golden Ball?,:: France,active,0.09,0.1,0.095,0.09,131967.97,92742.51,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-MODEG,Will Martin Odegaard win the Golden Ball?,:: Norway,active,0.0,0.01,0.005,0.0,0.00,0.00,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-MKUDU,Will Mohammed Kudus win the Golden Ball?,:: Ghana,active,0.0,0.01,0.005,0.0,0.00,0.00,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-LYAMA,Will Lamine Yamal win the Golden Ball?,:: Spain,active,0.03,0.06,0.045,0.03,199516.99,136672.34,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-LMESS,Will Lionel Messi win the Golden Ball?,:: Argentina,active,0.31,0.33,0.32,0.33,303428.11,196908.27,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-LMART,Will Lautaro Martinez win the Golden Ball?,:: Argentina,active,0.0,0.01,0.005,0.01,8198.94,8198.94,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-LDIAZ,Will Luis Diaz win the Golden Ball?,:: Colombia,active,0.0,0.01,0.005,0.01,67640.00,65360.57,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-KMBAP,Will Kylian Mbappe win the Golden Ball?,:: France,active,0.44,0.46,0.45,0.45,229463.39,140061.30,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-KDEBR,Will Kevin De Bruyne win the Golden Ball?,:: Belgium,active,0.0,0.01,0.005,0.01,12964.55,12964.55,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-JNEVE,Will Joao Neves win the Golden Ball?,:: Portugal,active,0.0,0.01,0.005,0.01,24041.78,23294.40,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-JKIMM,Will Joshua Kimmich win the Golden Ball?,:: Germany,active,0.0,0.01,0.005,0.01,3552.00,3552.00,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-JFELI,Will Joao Felix win the Golden Ball?,:: Portugal,active,0.0,0.01,0.005,0.01,1100.33,1100.33,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-JDOKU,Will Jeremy Doku win the Golden Ball?,:: Belgium,active,0.0,0.01,0.005,0.01,23165.82,23139.60,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-JBELL,Will Jude Bellingham win the Golden Ball?,:: England,active,0.02,0.05,0.035,0.02,80739.96,73287.78,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-JALVA,Will Julian Alvarez win the Golden Ball?,:: Argentina,active,0.0,0.01,0.005,0.01,27733.92,27235.62,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-HKANE,Will Harry Kane win the Golden Ball?,Harry Kane:: England,active,0.02,0.05,0.035,0.03,120852.99,86047.04,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-GMART,Will Gabriel Martinelli win the Golden Ball?,:: Brazil,active,0.0,0.01,0.005,0.0,0.00,0.00,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-GMAGA,Will Gabriel Magalhaes win the Golden Ball?,:: Brazil,active,0.0,0.01,0.005,0.01,777.03,777.03,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-GAVI,Will Gavi win the Golden Ball?,:: Spain,active,0.0,0.01,0.005,0.01,578.00,578.00,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-FWIRT,Will Florian Wirtz win the Golden Ball?,:: Germany,active,0.0,0.01,0.005,0.01,22601.96,20869.43,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-FVALV,Will Federico Valverde win the Golden Ball?,:: Uruguay,active,0.0,0.01,0.005,0.01,36648.85,36648.85,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-FRUIZ,Will Fabian Ruiz win the Golden Ball?,:: Spain,active,0.0,0.01,0.005,0.01,17725.34,17725.34,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-ENDRI,Will Endrick win the Golden Ball?,:: Brazil,active,0.0,0.01,0.005,0.01,17861.84,16158.51,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-EHAAL,Will Erling Haaland win the Golden Ball?,:: Norway,active,0.0,0.07,0.035,0.09,85526.70,60111.69,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-DRICE,Will Declan Rice win the Golden Ball?,:: England,active,0.0,0.01,0.005,0.01,42375.92,39748.27,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-DOLMO,Will Dani Olmo win the Golden Ball?,:: Spain,active,0.0,0.01,0.005,0.01,400.00,400.00,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-DNUNE,Will Darwin Nunez win the Golden Ball?,:: Uruguay,active,0.0,0.01,0.005,0.01,140.51,140.51,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-DDOUE,Will Desire Doue win the Golden Ball?,:: France,active,0.0,0.01,0.005,0.01,10404.84,10404.84,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-CRONA,Will Cristiano Ronaldo win the Golden Ball?,:: Portugal,active,0.0,0.03,0.015,0.03,164429.47,133869.99,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-BSILV,Will Bernardo Silva win the Golden Ball?,:: Portugal,active,0.0,0.01,0.005,0.01,796.13,796.13,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-BSAKA,Will Bukayo Saka win the Golden Ball?,:: England,active,0.0,0.01,0.005,0.01,24494.71,24494.71,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-BFERN,Will Bruno Fernandes win the Golden Ball?,:: Portugal,active,0.0,0.01,0.005,0.01,72798.70,64587.07,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-ANTON,Will Antony win the Golden Ball?,:: Brazil,active,0.0,0.01,0.005,0.0,0.00,0.00,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-AISAK,Will Alexander Isak win the Golden Ball?,:: Sweden,active,0.0,0.01,0.005,0.01,10909.04,10909.04,0.0000
KXWCAWARD,catalog,D,none,player_award,—,none,OUT OF SCOPE — awards,KXWCAWARD-26GBALL,KXWCAWARD-26GBALL-AHAKI,Will Achraf Hakimi win the Golden Ball?,:: Morocco,active,0.0,0.01,0.005,0.01,2413.45,2413.45,0.0000
KXWCAWARDCOMBO,catalog,D,none,player_award_combo,—,none,OUT OF SCOPE — awards,KXWCAWARDCOMBO-26KMBAPP10,KXWCAWARDCOMBO-26KMBAPP10-YES,Will Kylian Mbappe win the Golden Boot and the Golden Ball in the 2026 Men's FIFA World Cup?,Kylian Mbappe wins Golden Boot + Golden Ball,active,0.36,0.37,0.365,0.37,4573.19,3657.31,0.0000
KXWCAWARDCOMBO,catalog,D,none,player_award_combo,—,none,OUT OF SCOPE — awards,KXWCAWARDCOMBO-26LMESSI10,KXWCAWARDCOMBO-26LMESSI10-YES,Will Lionel Messi win the Golden Boot and the Golden Ball in the 2026 Men's FIFA World Cup?,Lionel Messi wins Golden Boot + Golden Ball,active,0.23,0.28,0.255,0.27,10382.08,5598.16,0.0000
KXWCBESTHOST,catalog,B,bracket_sim,best_host,P(host X advances furthest among USA/CAN/MEX),none,EDGE-CANDIDATE — joint over three hosts,KXWCBESTHOST-26,KXWCBESTHOST-26-USA,Will USA be the best performing host nation in the 2026 Men's FIFA World Cup?,USA,active,0.44,0.45,0.445,0.45,198165.66,134971.43,0.0000
KXWCBESTHOST,catalog,B,bracket_sim,best_host,P(host X advances furthest among USA/CAN/MEX),none,EDGE-CANDIDATE — joint over three hosts,KXWCBESTHOST-26,KXWCBESTHOST-26-MEX,Will Mexico be the best performing host nation in the 2026 Men's FIFA World Cup?,Mexico,active,0.42,0.45,0.435,0.45,173542.53,120469.57,0.0000
KXWCBESTHOST,catalog,B,bracket_sim,best_host,P(host X advances furthest among USA/CAN/MEX),none,EDGE-CANDIDATE — joint over three hosts,KXWCBESTHOST-26,KXWCBESTHOST-26-CAN,Will Canada be the best performing host nation in the 2026 Men's FIFA World Cup?,Canada,active,0.11,0.14,0.125,0.13,70962.19,52555.45,0.0000
KXWCBTTS,catalog,A,goal_grid,match_btts,P(both teams score),paper_trading/04_price_derived_markets.py,CALIBRATED — tiny sizing,KXWCBTTS-26JUL04PARFRA,KXWCBTTS-26JUL04PARFRA-BTTS,Will both teams score?,Reg Time: Both Teams To Score,active,0.38,0.39,0.385,0.38,328.32,256.28,0.0000
KXWCBTTS,catalog,A,goal_grid,match_btts,P(both teams score),paper_trading/04_price_derived_markets.py,CALIBRATED — tiny sizing,KXWCBTTS-26JUL05BRANOR,KXWCBTTS-26JUL05BRANOR-BTTS,Will both teams score?,Reg Time: Both Teams To Score,active,0.56,0.57,0.565,0.57,5148.25,4999.00,0.0000
KXWCBTTS,catalog,A,goal_grid,match_btts,P(both teams score),paper_trading/04_price_derived_markets.py,CALIBRATED — tiny sizing,KXWCBTTS-26JUL04CANMAR,KXWCBTTS-26JUL04CANMAR-BTTS,Will both teams score?,Reg Time: Both Teams To Score,active,0.45,0.46,0.455,0.46,412.63,376.57,0.0000
KXWCBTTS,catalog,A,goal_grid,match_btts,P(both teams score),paper_trading/04_price_derived_markets.py,CALIBRATED — tiny sizing,KXWCBTTS-26JUL02ESPAUT,KXWCBTTS-26JUL02ESPAUT-BTTS,Will both teams score?,Reg Time: Both Teams To Score,active,0.41,0.42,0.415,0.42,2038.45,1971.71,0.0000
KXWCBTTS,catalog,A,goal_grid,match_btts,P(both teams score),paper_trading/04_price_derived_markets.py,CALIBRATED — tiny sizing,KXWCBTTS-26JUL02SUIDZA,KXWCBTTS-26JUL02SUIDZA-BTTS,Will both teams score?,Reg Time: Both Teams To Score,active,0.51,0.52,0.515,0.52,1798.97,1687.20,0.0000
KXWCBTTS,catalog,A,goal_grid,match_btts,P(both teams score),paper_trading/04_price_derived_markets.py,CALIBRATED — tiny sizing,KXWCBTTS-26JUL01ENGCOD,KXWCBTTS-26JUL01ENGCOD-BTTS,Will both teams score?,Reg Time: Both Teams To Score,active,0.36,0.37,0.365,0.37,76695.20,68162.93,0.0000
KXWCBTTS,catalog,A,goal_grid,match_btts,P(both teams score),paper_trading/04_price_derived_markets.py,CALIBRATED — tiny sizing,KXWCBTTS-26JUL01BELSEN,KXWCBTTS-26JUL01BELSEN-BTTS,Will both teams score?,Reg Time: Both Teams To Score,active,0.56,0.57,0.565,0.57,113098.48,103904.17,0.0000
KXWCBTTS,catalog,A,goal_grid,match_btts,P(both teams score),paper_trading/04_price_derived_markets.py,CALIBRATED — tiny sizing,KXWCBTTS-26JUL02PORCRO,KXWCBTTS-26JUL02PORCRO-BTTS,Will both teams score?,Reg Time: Both Teams To Score,active,0.51,0.52,0.515,0.52,8379.55,7399.65,0.0000
KXWCBTTS,catalog,A,goal_grid,match_btts,P(both teams score),paper_trading/04_price_derived_markets.py,CALIBRATED — tiny sizing,KXWCBTTS-26JUL03COLGHA,KXWCBTTS-26JUL03COLGHA-BTTS,Will both teams score?,Reg Time: Both Teams To Score,active,0.39,0.4,0.395,0.4,1118.51,901.04,0.0000
KXWCBTTS,catalog,A,goal_grid,match_btts,P(both teams score),paper_trading/04_price_derived_markets.py,CALIBRATED — tiny sizing,KXWCBTTS-26JUL03AUSEGY,KXWCBTTS-26JUL03AUSEGY-BTTS,Will both teams score?,Reg Time: Both Teams To Score,active,0.42,0.43,0.425,0.43,2234.74,1802.81,0.0000
KXWCBTTS,catalog,A,goal_grid,match_btts,P(both teams score),paper_trading/04_price_derived_markets.py,CALIBRATED — tiny sizing,KXWCBTTS-26JUL03ARGCPV,KXWCBTTS-26JUL03ARGCPV-BTTS,Will both teams score?,Reg Time: Both Teams To Score,active,0.33,0.34,0.335,0.33,7720.37,6028.59,0.0000
KXWCBTTS,catalog,A,goal_grid,match_btts,P(both teams score),paper_trading/04_price_derived_markets.py,CALIBRATED — tiny sizing,KXWCBTTS-26JUL01USABIH,KXWCBTTS-26JUL01USABIH-BTTS,Will both teams score?,Reg Time: Both Teams To Score,active,0.48,0.49,0.485,0.48,30754.93,27228.42,0.0000
KXWCCLUBGOALS,catalog,D,none,club_goals_novelty,—,none,OUT OF SCOPE — club-attribution novelty,KXWCCLUBGOALS-26,KXWCCLUBGOALS-26-8,Will 8+ goals be the most goals scored by players from a single club during the World Cup?,8+ goals,active,0.99,1.0,0.995,0.99,1954.00,1954.00,0.0000
KXWCCLUBGOALS,catalog,D,none,club_goals_novelty,—,none,OUT OF SCOPE — club-attribution novelty,KXWCCLUBGOALS-26,KXWCCLUBGOALS-26-18,Will 18+ goals be the most goals scored by players from a single club during the World Cup?,18+ goals,active,0.82,0.98,0.9,0.95,598.16,598.16,0.0000
KXWCCLUBGOALS,catalog,D,none,club_goals_novelty,—,none,OUT OF SCOPE — club-attribution novelty,KXWCCLUBGOALS-26,KXWCCLUBGOALS-26-16,Will 16+ goals be the most goals scored by players from a single club during the World Cup?,16+ goals,active,0.15,0.98,0.565,0.98,630.30,630.30,0.0000
KXWCCLUBGOALS,catalog,D,none,club_goals_novelty,—,none,OUT OF SCOPE — club-attribution novelty,KXWCCLUBGOALS-26,KXWCCLUBGOALS-26-14,Will 14+ goals be the most goals scored by players from a single club during the World Cup?,14+ goals,active,0.73,0.98,0.855,0.97,323.02,177.66,0.0000
KXWCCLUBGOALS,catalog,D,none,club_goals_novelty,—,none,OUT OF SCOPE — club-attribution novelty,KXWCCLUBGOALS-26,KXWCCLUBGOALS-26-12,Will 12+ goals be the most goals scored by players from a single club during the World Cup?,12+ goals,active,0.99,1.0,0.995,0.99,753.12,595.12,0.0000
KXWCCLUBGOALS,catalog,D,none,club_goals_novelty,—,none,OUT OF SCOPE — club-attribution novelty,KXWCCLUBGOALS-26,KXWCCLUBGOALS-26-10,Will 10+ goals be the most goals scored by players from a single club during the World Cup?,10+ goals,active,0.99,1.0,0.995,0.99,2081.18,1548.18,0.0000
KXWCCONTINENT,catalog,B,bracket_sim,confederation_winner,P(confederation wins) = sum of member win probs,none,EDGE-CANDIDATE — aggregate of winner sim,KXWCCONTINENT-26,KXWCCONTINENT-26-SA,Will South America (CONMEBOL) win the 2026 Men's World Cup?,:: CONMEBOL,active,0.28,0.31,0.295,0.31,571999.28,475902.43,0.0000
KXWCCONTINENT,catalog,B,bracket_sim,confederation_winner,P(confederation wins) = sum of member win probs,none,EDGE-CANDIDATE — aggregate of winner sim,KXWCCONTINENT-26,KXWCCONTINENT-26-NA,Will North America (CONCACAF) win the 2026 Men's World Cup?,:: CONCACAF,active,0.06,0.09,0.075,0.07,973971.85,793321.83,0.0000
KXWCCONTINENT,catalog,B,bracket_sim,confederation_winner,P(confederation wins) = sum of member win probs,none,EDGE-CANDIDATE — aggregate of winner sim,KXWCCONTINENT-26,KXWCCONTINENT-26-EUR,Will Europe (UEFA) win the 2026 Men's World Cup?,Europe:: UEFA,active,0.57,0.61,0.59,0.61,695190.16,521176.93,0.0000
KXWCCONTINENT,catalog,B,bracket_sim,confederation_winner,P(confederation wins) = sum of member win probs,none,EDGE-CANDIDATE — aggregate of winner sim,KXWCCONTINENT-26,KXWCCONTINENT-26-ASOC,Will Asia or Oceania (AFC or OFC) win the 2026 Men's World Cup?,:: AFC or OFC,active,0.0,0.01,0.005,0.01,545419.54,503633.66,0.0000
KXWCCONTINENT,catalog,B,bracket_sim,confederation_winner,P(confederation wins) = sum of member win probs,none,EDGE-CANDIDATE — aggregate of winner sim,KXWCCONTINENT-26,KXWCCONTINENT-26-AFR,Will Africa (CAF) win the 2026 Men's World Cup?,:: CAF,active,0.04,0.05,0.045,0.05,717480.05,568680.31,0.0000
KXWCCORNERS,catalog,D,none,corners,—,none,OUT OF SCOPE — corners; goals model has no view,KXWCCORNERS-26JUL01ENGCOD,KXWCCORNERS-26JUL01ENGCOD-9,9+ corners?,9+ corners,active,0.75,0.76,0.755,0.76,24169.49,21491.83,0.0000
KXWCCORNERS,catalog,D,none,corners,—,none,OUT OF SCOPE — corners; goals model has no view,KXWCCORNERS-26JUL01ENGCOD,KXWCCORNERS-26JUL01ENGCOD-8,8+ corners?,8+ corners,active,0.82,0.83,0.825,0.83,14413.39,13594.17,0.0000
KXWCCORNERS,catalog,D,none,corners,—,none,OUT OF SCOPE — corners; goals model has no view,KXWCCORNERS-26JUL01ENGCOD,KXWCCORNERS-26JUL01ENGCOD-12,12+ corners?,12+ corners,active,0.36,0.39,0.375,0.39,26950.07,24124.73,0.0000
KXWCCORNERS,catalog,D,none,corners,—,none,OUT OF SCOPE — corners; goals model has no view,KXWCCORNERS-26JUL01ENGCOD,KXWCCORNERS-26JUL01ENGCOD-11,11+ corners?,11+ corners,active,0.5,0.58,0.54,0.58,35713.36,32842.32,0.0000
KXWCCORNERS,catalog,D,none,corners,—,none,OUT OF SCOPE — corners; goals model has no view,KXWCCORNERS-26JUL01ENGCOD,KXWCCORNERS-26JUL01ENGCOD-10,10+ corners?,10+ corners,active,0.66,0.67,0.665,0.66,39026.53,34188.19,0.0000
KXWCCORNERS,catalog,D,none,corners,—,none,OUT OF SCOPE — corners; goals model has no view,KXWCCORNERS-26JUL01BELSEN,KXWCCORNERS-26JUL01BELSEN-9,9+ corners?,9+ corners,active,0.64,0.66,0.65,0.66,19356.01,17188.82,0.0000
KXWCCORNERS,catalog,D,none,corners,—,none,OUT OF SCOPE — corners; goals model has no view,KXWCCORNERS-26JUL01BELSEN,KXWCCORNERS-26JUL01BELSEN-8,8+ corners?,8+ corners,active,0.74,0.76,0.75,0.75,6402.71,6131.47,0.0000
KXWCCORNERS,catalog,D,none,corners,—,none,OUT OF SCOPE — corners; goals model has no view,KXWCCORNERS-26JUL01BELSEN,KXWCCORNERS-26JUL01BELSEN-7,7+ corners?,7+ corners,active,0.84,0.85,0.845,0.85,7154.18,6581.13,0.0000
KXWCCORNERS,catalog,D,none,corners,—,none,OUT OF SCOPE — corners; goals model has no view,KXWCCORNERS-26JUL01BELSEN,KXWCCORNERS-26JUL01BELSEN-11,11+ corners?,11+ corners,active,0.4,0.43,0.415,0.43,26283.26,25578.09,0.0000
KXWCCORNERS,catalog,D,none,corners,—,none,OUT OF SCOPE — corners; goals model has no view,KXWCCORNERS-26JUL01BELSEN,KXWCCORNERS-26JUL01BELSEN-10,10+ corners?,10+ corners,active,0.52,0.55,0.535,0.55,16016.49,14741.70,0.0000
